Temperature	Date	Time
19	08/02/2022	02:54:44.123897
19	08/02/2022	03:04:44.481137
19	08/02/2022	03:14:44.740450
19	08/02/2022	03:24:45.097753
19	08/02/2022	03:34:45.454961
19	08/02/2022	03:44:45.812438
19	08/02/2022	03:54:46.072664
19	08/02/2022	04:04:46.429899
18	08/02/2022	04:14:46.690781
18	08/02/2022	04:24:47.048000
17	08/02/2022	04:34:47.309896
17	08/02/2022	04:44:47.667157
17	08/02/2022	04:54:47.940990
17	08/02/2022	05:04:48.298222
17	08/02/2022	05:14:48.566113
17	08/02/2022	05:24:48.921972
17	08/02/2022	05:34:49.180990
17	08/02/2022	05:44:49.536861
17	08/02/2022	05:54:49.796230
17	08/02/2022	06:04:50.152042
18	08/02/2022	06:14:50.507828
18	08/02/2022	06:24:50.863649
18	08/02/2022	06:34:51.219514
18	08/02/2022	06:44:51.575313
18	08/02/2022	06:54:51.931094
18	08/02/2022	07:04:52.188757
18	08/02/2022	07:14:52.544554
18	08/02/2022	07:24:52.805474
18	08/02/2022	07:34:53.069503
18	08/02/2022	07:44:53.329637
18	08/02/2022	07:54:53.605247
18	08/02/2022	08:04:53.961094
18	08/02/2022	08:14:54.316950
18	08/02/2022	08:24:54.672798
19	08/02/2022	08:34:55.028625
18	08/02/2022	08:44:55.299437
19	08/02/2022	08:54:55.655265
19	08/02/2022	09:04:55.919642
19	08/02/2022	09:14:56.177433
19	08/02/2022	09:24:56.437169
19	08/02/2022	09:34:56.792990
20	08/02/2022	09:44:57.148824
20	08/02/2022	09:54:57.421301
19	08/02/2022	10:04:57.777150
20	08/02/2022	10:14:58.111381
20	08/02/2022	10:24:58.467244
20	08/02/2022	10:34:58.823079
20	08/02/2022	10:44:59.153262
20	08/02/2022	10:54:59.509135
20	08/02/2022	11:04:59.773425
20	08/02/2022	11:15:00.046868
20	08/02/2022	11:25:02.660100
21	08/02/2022	11:35:05.178453
21	08/02/2022	11:45:05.534296
20	08/02/2022	11:55:05.890134
21	08/02/2022	12:05:06.245965
21	08/02/2022	12:15:08.859129
21	08/02/2022	12:25:09.214973
21	08/02/2022	12:35:09.485902
21	08/02/2022	12:45:09.742426
21	08/02/2022	12:55:10.098270
21	08/02/2022	13:05:10.364490
20	08/02/2022	13:15:10.720341
20	08/02/2022	13:25:10.979481
21	08/02/2022	13:35:11.254836
21	08/02/2022	13:45:11.604140
21	08/02/2022	13:55:11.961448
21	08/02/2022	14:05:12.318590
21	08/02/2022	14:15:12.675917
21	08/02/2022	14:25:12.936949
21	08/02/2022	14:35:13.205274
21	08/02/2022	14:45:13.562580
21	08/02/2022	14:55:16.093103
21	08/02/2022	15:05:16.352091
21	08/02/2022	15:15:16.711189
21	08/02/2022	15:25:17.070039
21	08/02/2022	15:35:17.394913
21	08/02/2022	15:45:17.668073
21	08/02/2022	15:55:18.025362
21	08/02/2022	16:05:18.382859
21	08/02/2022	16:15:18.739303
21	08/02/2022	16:25:21.261392
21	08/02/2022	16:35:21.618647
21	08/02/2022	16:45:21.975901
21	08/02/2022	16:55:22.241301
21	08/02/2022	17:05:22.598596
22	08/02/2022	17:15:22.955748
22	08/02/2022	17:25:23.312990
22	08/02/2022	17:35:23.579015
21	08/02/2022	17:45:23.936039
21	08/02/2022	17:55:24.204518
21	08/02/2022	18:05:24.473090
21	08/02/2022	18:15:24.830291
21	08/02/2022	18:25:25.187555
21	08/02/2022	18:35:25.455567
21	08/02/2022	18:45:25.768405
21	08/02/2022	18:55:26.125702
21	08/02/2022	19:05:26.482169
21	08/02/2022	19:15:26.745780
21	08/02/2022	19:25:27.103062
21	08/02/2022	19:35:27.460131
21	08/02/2022	19:45:27.817229
21	08/02/2022	19:55:28.174515
21	08/02/2022	20:05:28.531942
21	08/02/2022	20:15:28.889181
21	08/02/2022	20:25:29.246511
22	08/02/2022	20:35:29.603806
21	08/02/2022	20:45:29.960299
21	08/02/2022	20:55:30.317536
21	08/02/2022	21:05:30.584000
21	08/02/2022	21:15:30.941250
21	08/02/2022	21:25:31.207671
21	08/02/2022	21:35:31.472467
21	08/02/2022	21:45:31.829668
20	08/02/2022	21:55:32.186980
20	08/02/2022	22:05:32.544192
20	08/02/2022	22:15:32.866681
20	08/02/2022	22:25:33.223947
20	08/02/2022	22:35:33.581195
20	08/02/2022	22:45:33.883023
20	08/02/2022	22:55:34.240245
20	08/02/2022	23:05:34.597529
20	08/02/2022	23:15:34.865460
20	08/02/2022	23:25:35.222752
20	08/02/2022	23:35:35.488199
20	08/02/2022	23:45:35.755935
20	08/02/2022	23:55:36.113285
20	09/02/2022	00:05:36.470551
20	09/02/2022	00:15:36.729569
20	09/02/2022	00:25:37.086812
20	09/02/2022	00:35:37.360849
20	09/02/2022	00:45:37.718139
20	09/02/2022	00:55:37.984750
20	09/02/2022	01:05:38.242805
20	09/02/2022	01:15:38.600080
20	09/02/2022	01:25:38.865332
20	09/02/2022	01:35:39.222720
20	09/02/2022	01:45:39.480536
20	09/02/2022	01:55:39.740656
20	09/02/2022	02:05:40.097770
20	09/02/2022	02:15:40.455107
20	09/02/2022	02:25:40.812266
19	09/02/2022	02:35:41.077846
19	09/02/2022	02:45:41.338360
19	09/02/2022	02:55:41.598338
19	09/02/2022	03:05:41.955383
19	09/02/2022	03:15:42.224671
19	09/02/2022	03:25:42.581818
18	09/02/2022	03:35:42.939083
18	09/02/2022	03:45:43.296153
18	09/02/2022	03:55:43.653412
18	09/02/2022	04:05:43.919561
17	09/02/2022	04:15:44.180605
17	09/02/2022	04:25:44.537752
17	09/02/2022	04:35:44.796448
17	09/02/2022	04:45:45.153782
17	09/02/2022	04:55:45.511084
17	09/02/2022	05:05:45.868276
17	09/02/2022	05:15:46.143691
17	09/02/2022	05:25:46.500929
17	09/02/2022	05:35:46.778284
17	09/02/2022	05:45:47.135558
17	09/02/2022	05:55:47.395515
17	09/02/2022	06:05:47.752648
17	09/02/2022	06:15:48.109749
18	09/02/2022	06:25:48.375348
18	09/02/2022	06:35:48.732654
18	09/02/2022	06:45:49.089783
18	09/02/2022	06:55:49.447102
18	09/02/2022	07:05:49.804196
18	09/02/2022	07:15:50.071212
18	09/02/2022	07:25:50.428506
18	09/02/2022	07:35:50.785565
18	09/02/2022	07:45:51.093869
18	09/02/2022	07:55:51.358963
18	09/02/2022	08:05:51.623874
18	09/02/2022	08:15:51.884652
18	09/02/2022	08:25:52.150403
18	09/02/2022	08:35:52.419343
18	09/02/2022	08:45:52.682635
18	09/02/2022	08:55:53.039880
18	09/02/2022	09:05:53.396825
18	09/02/2022	09:15:53.753936
18	09/02/2022	09:25:54.111123
18	09/02/2022	09:35:54.468381
18	09/02/2022	09:45:54.825602
18	09/02/2022	09:55:55.182594
18	09/02/2022	10:05:55.540015
18	09/02/2022	10:15:55.813203
18	09/02/2022	10:25:56.170505
18	09/02/2022	10:35:56.527558
18	09/02/2022	10:45:56.802993
19	09/02/2022	10:55:57.064169
18	09/02/2022	11:05:57.421356
18	09/02/2022	11:15:57.778497
18	09/02/2022	11:25:58.135634
19	09/02/2022	11:35:58.492873
19	09/02/2022	11:45:58.850159
19	09/02/2022	11:55:59.207430
19	09/02/2022	12:05:59.564563
19	09/02/2022	12:15:59.922088
19	09/02/2022	12:26:00.279336
19	09/02/2022	12:36:00.636443
19	09/02/2022	12:46:00.993701
19	09/02/2022	12:56:01.270395
19	09/02/2022	13:06:01.593206
19	09/02/2022	13:16:01.865396
19	09/02/2022	13:26:02.222629
19	09/02/2022	13:36:02.484531
19	09/02/2022	13:46:02.749611
19	09/02/2022	13:56:03.007751
19	09/02/2022	14:06:03.278108
19	09/02/2022	14:16:03.635399
19	09/02/2022	14:26:03.992709
19	09/02/2022	14:36:04.350073
19	09/02/2022	14:46:04.707442
19	09/02/2022	14:56:05.064756
19	09/02/2022	15:06:05.422028
19	09/02/2022	15:16:05.779344
19	09/02/2022	15:26:06.136598
19	09/02/2022	15:36:06.493945
19	09/02/2022	15:46:06.851033
19	09/02/2022	15:56:07.208463
19	09/02/2022	16:06:07.565353
19	09/02/2022	16:16:07.922668
19	09/02/2022	16:26:08.185884
19	09/02/2022	16:36:08.450590
18	09/02/2022	16:46:08.807837
19	09/02/2022	16:56:09.165015
19	09/02/2022	17:06:09.522090
19	09/02/2022	17:16:09.879186
18	09/02/2022	17:26:10.156567
19	09/02/2022	17:36:10.513498
18	09/02/2022	17:46:10.777709
19	09/02/2022	17:56:11.083396
18	09/02/2022	18:06:11.440768
19	09/02/2022	18:16:11.706526
19	09/02/2022	18:26:11.967131
19	09/02/2022	18:36:14.582775
19	09/02/2022	18:46:14.940049
19	09/02/2022	18:56:15.297315
19	09/02/2022	19:06:15.654607
19	09/02/2022	19:16:16.011824
19	09/02/2022	19:26:16.369242
19	09/02/2022	19:36:16.627139
19	09/02/2022	19:46:16.983893
19	09/02/2022	19:56:17.341156
20	09/02/2022	20:06:17.608977
20	09/02/2022	20:16:17.966250
20	09/02/2022	20:26:18.323533
20	09/02/2022	20:36:18.680381
20	09/02/2022	20:46:19.037808
21	09/02/2022	20:56:19.395176
20	09/02/2022	21:06:19.752452
21	09/02/2022	21:16:20.016754
21	09/02/2022	21:26:20.282287
21	09/02/2022	21:36:20.639215
21	09/02/2022	21:46:20.904030
21	09/02/2022	21:56:21.261397
21	09/02/2022	22:06:21.618675
21	09/02/2022	22:16:21.975924
21	09/02/2022	22:26:22.333214
21	09/02/2022	22:36:22.690393
21	09/02/2022	22:46:22.951910
21	09/02/2022	22:56:23.309148
21	09/02/2022	23:06:23.666306
21	09/02/2022	23:16:23.931181
21	09/02/2022	23:26:24.198324
21	09/02/2022	23:36:24.461185
21	09/02/2022	23:46:24.732131
21	09/02/2022	23:56:25.089377
20	10/02/2022	00:06:25.446673
21	10/02/2022	00:16:25.803876
20	10/02/2022	00:26:26.161235
20	10/02/2022	00:36:26.518437
19	10/02/2022	00:46:26.875566
20	10/02/2022	00:56:27.232839
20	10/02/2022	01:06:27.590149
20	10/02/2022	01:16:27.947373
20	10/02/2022	01:26:28.304616
20	10/02/2022	01:36:28.662020
20	10/02/2022	01:46:29.019293
20	10/02/2022	01:56:29.376507
20	10/02/2022	02:06:29.733983
20	10/02/2022	02:16:30.091185
20	10/02/2022	02:26:30.448492
20	10/02/2022	02:36:30.806040
20	10/02/2022	02:46:31.163052
20	10/02/2022	02:56:31.429463
19	10/02/2022	03:06:31.786824
19	10/02/2022	03:16:32.073822
19	10/02/2022	03:26:32.334841
19	10/02/2022	03:36:32.601828
19	10/02/2022	03:46:32.959054
18	10/02/2022	03:56:33.269146
18	10/02/2022	04:06:35.884656
18	10/02/2022	04:16:36.241785
18	10/02/2022	04:26:36.599041
18	10/02/2022	04:36:36.905985
17	10/02/2022	04:46:37.263308
17	10/02/2022	04:56:37.620513
17	10/02/2022	05:06:37.977744
17	10/02/2022	05:16:38.235503
17	10/02/2022	05:26:38.496548
17	10/02/2022	05:36:38.853612
17	10/02/2022	05:46:39.119515
17	10/02/2022	05:56:39.395954
18	10/02/2022	06:06:39.753224
18	10/02/2022	06:16:40.019458
18	10/02/2022	06:26:40.376723
18	10/02/2022	06:36:40.733333
18	10/02/2022	06:46:41.090573
18	10/02/2022	06:56:41.447865
18	10/02/2022	07:06:41.707658
18	10/02/2022	07:16:41.978182
19	10/02/2022	07:26:44.593659
19	10/02/2022	07:36:44.950932
19	10/02/2022	07:46:45.308031
19	10/02/2022	07:56:45.665247
19	10/02/2022	08:06:46.022349
19	10/02/2022	08:16:46.379575
19	10/02/2022	08:26:46.650805
19	10/02/2022	08:36:46.908873
19	10/02/2022	08:46:49.431737
19	10/02/2022	08:56:49.703996
19	10/02/2022	09:06:49.964797
19	10/02/2022	09:16:50.322061
19	10/02/2022	09:26:50.679330
19	10/02/2022	09:36:51.036509
19	10/02/2022	09:46:51.393797
19	10/02/2022	09:56:51.751047
19	10/02/2022	10:06:52.108123
19	10/02/2022	10:16:52.373191
19	10/02/2022	10:26:52.729908
19	10/02/2022	10:36:53.087206
19	10/02/2022	10:46:53.444533
19	10/02/2022	10:56:53.715919
19	10/02/2022	11:06:54.073025
19	10/02/2022	11:16:54.430232
19	10/02/2022	11:26:54.695092
19	10/02/2022	11:36:54.969130
19	10/02/2022	11:46:57.584633
19	10/02/2022	11:56:57.941924
19	10/02/2022	12:06:58.299243
19	10/02/2022	12:16:58.656422
20	10/02/2022	12:26:59.013693
19	10/02/2022	12:36:59.273554
20	10/02/2022	12:46:59.548116
20	10/02/2022	12:56:59.824144
20	10/02/2022	13:07:00.181404
20	10/02/2022	13:17:00.538511
19	10/02/2022	13:27:00.895818
20	10/02/2022	13:37:01.171141
20	10/02/2022	13:47:03.693249
20	10/02/2022	13:57:04.050034
20	10/02/2022	14:07:04.407356
20	10/02/2022	14:17:04.764728
21	10/02/2022	14:27:05.022579
21	10/02/2022	14:37:05.379808
21	10/02/2022	14:47:05.737035
21	10/02/2022	14:57:06.094304
21	10/02/2022	15:07:06.451499
21	10/02/2022	15:17:09.067217
21	10/02/2022	15:27:09.343509
21	10/02/2022	15:37:09.601182
21	10/02/2022	15:47:09.863699
22	10/02/2022	15:57:10.125950
21	10/02/2022	16:07:10.483306
22	10/02/2022	16:17:10.840829
22	10/02/2022	16:27:11.198020
22	10/02/2022	16:37:11.555278
22	10/02/2022	16:47:11.828101
21	10/02/2022	16:57:12.156915
22	10/02/2022	17:07:12.512749
22	10/02/2022	17:17:12.868621
22	10/02/2022	17:27:13.224461
22	10/02/2022	17:37:13.580336
22	10/02/2022	17:47:13.842027
22	10/02/2022	17:57:14.198185
22	10/02/2022	18:07:14.553958
21	10/02/2022	18:17:14.912326
21	10/02/2022	18:27:15.268179
21	10/02/2022	18:37:15.624008
21	10/02/2022	18:47:15.979846
21	10/02/2022	18:57:16.335684
21	10/02/2022	19:07:16.595225
22	10/02/2022	19:17:16.951109
22	10/02/2022	19:27:17.306969
22	10/02/2022	19:37:17.662769
22	10/02/2022	19:47:17.950894
22	10/02/2022	19:57:18.306737
21	10/02/2022	20:07:18.662569
21	10/02/2022	20:17:18.918467
21	10/02/2022	20:27:19.186904
21	10/02/2022	20:37:19.455266
22	10/02/2022	20:47:19.715591
21	10/02/2022	20:57:20.072875
21	10/02/2022	21:07:22.685939
21	10/02/2022	21:17:23.041774
21	10/02/2022	21:27:23.306152
21	10/02/2022	21:37:23.580420
21	10/02/2022	21:47:23.838316
21	10/02/2022	21:57:24.194139
21	10/02/2022	22:07:24.550023
21	10/02/2022	22:17:24.806205
21	10/02/2022	22:27:27.419268
21	10/02/2022	22:37:27.688064
21	10/02/2022	22:47:27.947496
21	10/02/2022	22:57:28.303312
21	10/02/2022	23:07:28.659149
21	10/02/2022	23:17:31.271936
21	10/02/2022	23:27:31.627781
21	10/02/2022	23:37:34.240601
21	10/02/2022	23:47:34.509344
21	10/02/2022	23:57:34.865162
21	11/02/2022	00:07:35.131579
21	11/02/2022	00:17:35.487414
21	11/02/2022	00:27:35.843288
21	11/02/2022	00:37:36.114931
21	11/02/2022	00:47:36.371847
21	11/02/2022	00:57:36.727672
21	11/02/2022	01:07:37.083505
21	11/02/2022	01:17:37.439322
21	11/02/2022	01:27:37.795132
21	11/02/2022	01:37:38.150985
21	11/02/2022	01:47:38.506830
21	11/02/2022	01:57:38.862672
21	11/02/2022	02:07:39.218511
21	11/02/2022	02:17:39.483963
21	11/02/2022	02:27:39.753606
21	11/02/2022	02:37:40.011774
21	11/02/2022	02:47:40.280452
21	11/02/2022	02:57:40.541873
21	11/02/2022	03:07:40.810174
21	11/02/2022	03:17:41.165987
21	11/02/2022	03:27:41.521830
21	11/02/2022	03:37:41.810518
21	11/02/2022	03:47:42.083344
21	11/02/2022	03:57:42.351214
19	11/02/2022	04:07:42.707082
19	11/02/2022	04:17:43.062940
19	11/02/2022	04:27:43.322875
19	11/02/2022	04:37:43.594954
19	11/02/2022	04:47:43.950786
19	11/02/2022	04:57:44.216488
18	11/02/2022	05:07:44.572345
18	11/02/2022	05:17:44.928208
18	11/02/2022	05:27:45.284128
18	11/02/2022	05:37:45.639983
18	11/02/2022	05:47:45.995811
18	11/02/2022	05:57:46.271412
18	11/02/2022	06:07:46.627258
19	11/02/2022	06:17:46.884730
19	11/02/2022	06:27:47.240583
19	11/02/2022	06:37:47.531153
19	11/02/2022	06:47:47.789058
19	11/02/2022	06:57:48.145010
19	11/02/2022	07:07:48.500773
19	11/02/2022	07:17:48.770488
19	11/02/2022	07:27:49.036165
19	11/02/2022	07:37:49.311505
19	11/02/2022	07:47:49.575433
19	11/02/2022	07:57:52.188700
19	11/02/2022	08:07:52.544529
19	11/02/2022	08:17:52.805120
19	11/02/2022	08:27:53.160905
19	11/02/2022	08:37:53.434350
19	11/02/2022	08:47:53.701365
19	11/02/2022	08:57:56.314452
19	11/02/2022	09:07:56.670297
19	11/02/2022	09:17:57.026140
19	11/02/2022	09:27:57.291994
19	11/02/2022	09:37:57.574302
19	11/02/2022	09:47:57.845085
19	11/02/2022	09:57:58.145902
19	11/02/2022	10:07:58.408112
19	11/02/2022	10:17:58.763845
19	11/02/2022	10:27:59.026447
19	11/02/2022	10:37:59.285285
19	11/02/2022	10:47:59.639589
19	11/02/2022	10:57:59.995314
19	11/02/2022	11:08:00.266810
19	11/02/2022	11:18:00.531503
19	11/02/2022	11:28:00.887393
19	11/02/2022	11:38:01.243230
19	11/02/2022	11:48:01.511952
19	11/02/2022	11:58:01.867807
19	11/02/2022	12:08:02.223639
19	11/02/2022	12:18:02.579502
19	11/02/2022	12:28:02.935337
19	11/02/2022	12:38:03.291206
19	11/02/2022	12:48:03.587875
19	11/02/2022	12:58:03.846080
19	11/02/2022	13:08:06.368369
19	11/02/2022	13:18:06.698076
19	11/02/2022	13:28:06.961471
19	11/02/2022	13:38:07.317311
19	11/02/2022	13:48:07.587144
19	11/02/2022	13:58:07.853151
19	11/02/2022	14:08:08.120064
19	11/02/2022	14:18:08.380708
19	11/02/2022	14:28:08.649966
19	11/02/2022	14:38:08.910625
19	11/02/2022	14:48:11.524048
19	11/02/2022	14:58:11.797365
19	11/02/2022	15:08:12.153192
19	11/02/2022	15:18:12.509155
19	11/02/2022	15:28:12.865015
19	11/02/2022	15:38:13.220909
19	11/02/2022	15:48:13.576778
19	11/02/2022	15:58:13.932667
19	11/02/2022	16:08:14.190151
20	11/02/2022	16:18:14.459645
19	11/02/2022	16:28:14.815477
20	11/02/2022	16:38:15.075094
20	11/02/2022	16:48:15.430980
20	11/02/2022	16:58:15.696336
20	11/02/2022	17:08:15.987908
21	11/02/2022	17:18:16.345288
21	11/02/2022	17:28:16.609491
21	11/02/2022	17:38:16.961039
21	11/02/2022	17:48:17.221996
21	11/02/2022	17:58:17.579350
21	11/02/2022	18:08:17.936747
21	11/02/2022	18:18:18.293987
21	11/02/2022	18:28:18.580585
21	11/02/2022	18:38:18.848791
21	11/02/2022	18:48:19.120642
21	11/02/2022	18:58:19.385526
21	11/02/2022	19:08:19.655548
21	11/02/2022	19:18:20.012785
21	11/02/2022	19:28:20.279458
21	11/02/2022	19:38:20.636713
21	11/02/2022	19:48:20.993952
21	11/02/2022	19:58:21.351225
21	11/02/2022	20:08:21.615484
21	11/02/2022	20:18:21.972728
21	11/02/2022	20:28:22.247686
21	11/02/2022	20:38:22.604598
21	11/02/2022	20:48:22.910569
21	11/02/2022	20:58:23.267837
21	11/02/2022	21:08:23.535365
21	11/02/2022	21:18:23.892615
21	11/02/2022	21:28:24.165554
21	11/02/2022	21:38:24.424234
21	11/02/2022	21:48:24.781436
21	11/02/2022	21:58:25.138566
21	11/02/2022	22:08:25.495947
21	11/02/2022	22:18:28.111776
21	11/02/2022	22:28:28.469265
21	11/02/2022	22:38:28.778372
21	11/02/2022	22:48:29.135749
21	11/02/2022	22:58:29.461341
21	11/02/2022	23:08:29.818679
21	11/02/2022	23:18:30.090729
21	11/02/2022	23:28:32.706387
21	11/02/2022	23:38:32.977664
21	11/02/2022	23:48:33.334878
21	11/02/2022	23:58:33.691984
21	12/02/2022	00:08:33.954341
21	12/02/2022	00:18:34.219330
21	12/02/2022	00:28:34.576661
21	12/02/2022	00:38:34.840265
20	12/02/2022	00:48:35.099645
20	12/02/2022	00:58:35.369523
20	12/02/2022	01:08:35.726962
20	12/02/2022	01:18:36.083962
20	12/02/2022	01:28:36.441215
20	12/02/2022	01:38:39.056299
20	12/02/2022	01:48:39.413660
20	12/02/2022	01:58:39.770883
20	12/02/2022	02:08:42.386523
20	12/02/2022	02:18:45.001596
20	12/02/2022	02:28:45.357455
20	12/02/2022	02:38:45.714677
20	12/02/2022	02:48:45.988791
20	12/02/2022	02:58:46.346120
20	12/02/2022	03:08:46.703255
20	12/02/2022	03:18:47.060628
20	12/02/2022	03:28:47.417464
20	12/02/2022	03:38:47.774777
20	12/02/2022	03:48:48.045706
20	12/02/2022	03:58:48.303042
20	12/02/2022	04:08:48.660382
20	12/02/2022	04:18:48.995060
19	12/02/2022	04:28:49.352292
19	12/02/2022	04:38:49.709367
19	12/02/2022	04:48:49.969048
19	12/02/2022	04:58:50.229591
19	12/02/2022	05:08:50.493023
18	12/02/2022	05:18:50.850556
18	12/02/2022	05:28:51.207639
18	12/02/2022	05:38:53.823369
18	12/02/2022	05:48:54.180750
18	12/02/2022	05:58:54.500509
18	12/02/2022	06:08:54.857725
18	12/02/2022	06:18:55.214034
18	12/02/2022	06:28:55.571880
18	12/02/2022	06:38:55.929255
18	12/02/2022	06:48:56.286475
18	12/02/2022	06:58:58.861329
18	12/02/2022	07:08:59.218646
19	12/02/2022	07:18:59.574700
19	12/02/2022	07:29:02.190973
19	12/02/2022	07:39:02.548308
19	12/02/2022	07:49:02.905495
19	12/02/2022	07:59:03.262876
19	12/02/2022	08:09:03.588288
19	12/02/2022	08:19:03.945502
19	12/02/2022	08:29:04.302857
19	12/02/2022	08:39:04.659961
19	12/02/2022	08:49:05.017276
19	12/02/2022	08:59:07.632871
19	12/02/2022	09:09:10.150492
19	12/02/2022	09:19:10.416465
19	12/02/2022	09:29:10.773659
19	12/02/2022	09:39:11.038327
19	12/02/2022	09:49:11.394298
19	12/02/2022	09:59:11.751593
19	12/02/2022	10:09:12.108915
19	12/02/2022	10:19:14.724575
19	12/02/2022	10:29:15.080990
19	12/02/2022	10:39:15.438218
19	12/02/2022	10:49:15.795455
19	12/02/2022	10:59:16.152768
19	12/02/2022	11:09:16.508587
19	12/02/2022	11:19:16.865732
19	12/02/2022	11:29:17.132836
19	12/02/2022	11:39:17.490058
19	12/02/2022	11:49:17.847354
19	12/02/2022	11:59:18.181612
19	12/02/2022	12:09:18.538798
19	12/02/2022	12:19:21.154625
